user_id,age,age_group,gender,device_model,os,avg_screen_time_hrs,daily_data_gb,app_count,battery_drain_pct,charging_freq,primary_use
13053,47,46-60,Male,Galaxy A52,Android,3.57,1.48,106,61.13,1,Social
13054,41,36-45,Male,Redmi Note 11,Android,4.73,2.74,24,74.48,1,Gaming
13055,42,36-45,Female,iPhone 13,iOS,5.0,4.15,63,54.87,2,Gaming
13056,19,18-25,Female,Galaxy A52,Android,3.5,4.46,47,39.9,1,Social
13057,44,36-45,Female,OnePlus Nord,Android,6.97,2.29,106,79.03,3,Work
13058,37,36-45,Male,OnePlus Nord,Android,2.6,2.8,61,38.77,1,Social
13059,58,46-60,Male,iPhone 13,iOS,4.94,3.88,117,70.92,3,Gaming
13060,39,36-45,Female,Galaxy A52,Android,4.92,0.87,50,64.96,3,Mixed
13061,34,26-35,Male,iPhone 12,iOS,4.41,3.13,26,48.88,3,Social
13062,24,18-25,Male,iPhone 12,iOS,2.3,1.52,26,31.33,1,Gaming
13063,30,26-35,Female,iPhone 12,iOS,5.98,2.38,23,71.55,3,Social
13064,60,46-60,Female,iPhone 13,iOS,5.76,2.0,127,60.67,1,Social
13065,23,18-25,Female,iPhone 12,iOS,3.35,3.17,51,45.58,1,Work
13066,47,46-60,Male,Galaxy A52,Android,5.7,3.32,47,61.87,1,Social
13067,57,46-60,Male,OnePlus Nord,Android,5.14,3.76,75,53.5,1,Gaming
13068,28,26-35,Female,Redmi Note 11,Android,2.32,3.05,23,30.0,1,Gaming
13069,21,18-25,Male,Redmi Note 11,Android,3.05,2.82,122,44.97,1,Mixed
13070,21,18-25,Female,OnePlus Nord,Android,6.44,5.01,128,78.82,2,Work
13071,52,46-60,Female,Redmi Note 11,Android,5.03,0.62,27,62.88,1,Work
13072,22,18-25,Female,Redmi Note 11,Android,3.54,4.8,33,53.35,1,Social
13073,54,46-60,Male,iPhone 13,iOS,3.04,2.22,49,47.71,1,Social
13074,46,46-60,Male,Galaxy A52,Android,3.62,3.34,22,49.43,1,Work
13075,23,18-25,Female,iPhone 13,iOS,3.74,2.18,21,49.8,1,Gaming
13076,23,18-25,Female,OnePlus Nord,Android,3.06,1.69,29,43.38,1,Social
13077,24,18-25,Female,OnePlus Nord,Android,1.54,3.23,89,30.0,1,Mixed
13078,21,18-25,Male,iPhone 13,iOS,6.44,3.95,90,63.35,2,Gaming
13079,56,46-60,Male,Redmi Note 11,Android,6.15,3.21,35,80.31,2,Gaming
13080,35,26-35,Female,Redmi Note 11,Android,2.34,1.9,89,37.79,1,Mixed
13081,27,26-35,Female,Redmi Note 11,Android,4.73,7.0,99,52.0,2,Work
13082,20,18-25,Female,Redmi Note 11,Android,2.97,4.16,110,50.27,1,Social
13083,56,46-60,Male,iPhone 13,iOS,4.06,3.81,95,49.06,1,Gaming
13084,25,18-25,Female,iPhone 12,iOS,3.91,2.14,105,50.45,1,Gaming
13085,21,18-25,Female,Galaxy A52,Android,3.77,1.79,98,55.84,1,Social
13086,26,26-35,Female,Galaxy A52,Android,7.91,2.24,41,92.42,2,Social
13087,26,26-35,Male,Redmi Note 11,Android,3.75,4.01,54,57.51,1,Social
13088,37,36-45,Male,Galaxy A52,Android,3.13,1.31,98,41.19,1,Social
13089,55,46-60,Female,OnePlus Nord,Android,3.2,1.21,106,54.15,1,Mixed
13090,35,26-35,Male,Galaxy A52,Android,6.27,3.3,121,70.03,3,Social
13091,19,18-25,Male,OnePlus Nord,Android,1.69,3.01,68,36.81,1,Gaming
13092,25,18-25,Female,Galaxy A52,Android,3.2,1.6,21,30.41,1,Gaming
13093,27,26-35,Male,Redmi Note 11,Android,6.96,1.18,85,75.0,3,Gaming
13094,32,26-35,Female,iPhone 12,iOS,4.91,4.47,38,62.89,1,Social
13095,42,36-45,Male,OnePlus Nord,Android,4.83,3.06,88,57.9,3,Work
13096,37,36-45,Female,iPhone 13,iOS,8.12,0.83,23,92.75,4,Mixed
13097,31,26-35,Female,iPhone 13,iOS,4.92,0.92,111,61.45,2,Social
13098,26,26-35,Male,Redmi Note 11,Android,3.3,2.13,101,37.85,1,Social
13099,31,26-35,Male,Galaxy A52,Android,4.02,3.55,123,45.5,3,Gaming
13100,19,18-25,Male,iPhone 13,iOS,2.57,3.37,60,39.09,1,Work
13101,38,36-45,Male,iPhone 13,iOS,6.64,4.07,75,74.4,2,Work
13102,48,46-60,Female,iPhone 12,iOS,5.48,0.66,74,74.85,2,Mixed
13103,44,36-45,Female,Galaxy A52,Android,6.41,2.89,50,74.95,4,Gaming
13104,33,26-35,Male,iPhone 13,iOS,6.56,4.45,41,81.91,4,Social
13105,35,26-35,Male,Redmi Note 11,Android,3.8,4.33,94,52.66,1,Work
13106,20,18-25,Male,iPhone 12,iOS,2.89,3.07,67,37.29,1,Social
13107,24,18-25,Female,iPhone 13,iOS,4.41,5.65,99,44.22,2,Social
13108,26,26-35,Male,Redmi Note 11,Android,3.02,3.39,23,49.31,1,Work
13109,47,46-60,Female,iPhone 13,iOS,4.78,3.96,40,53.93,1,Social
13110,18,18-25,Female,Redmi Note 11,Android,6.42,2.66,60,73.78,3,Mixed
13111,27,26-35,Female,iPhone 13,iOS,4.21,1.58,64,53.19,1,Social
13112,42,36-45,Male,Redmi Note 11,Android,4.75,1.46,108,59.19,2,Work
13113,57,46-60,Female,iPhone 13,iOS,4.34,2.84,103,61.17,1,Gaming
13114,29,26-35,Male,Galaxy A52,Android,5.86,2.33,27,70.63,2,Gaming
13115,30,26-35,Male,iPhone 12,iOS,3.36,0.5,126,44.84,1,Work
13116,52,46-60,Female,OnePlus Nord,Android,0.8,1.27,28,30.0,1,Social
13117,28,26-35,Female,OnePlus Nord,Android,5.3,2.19,37,68.6,1,Mixed
13118,20,18-25,Male,Redmi Note 11,Android,6.18,3.55,50,69.39,4,Social
13119,55,46-60,Male,iPhone 12,iOS,5.26,2.58,54,57.72,2,Gaming
13120,22,18-25,Male,Galaxy A52,Android,3.41,2.51,49,41.16,1,Mixed
13121,42,36-45,Male,OnePlus Nord,Android,2.57,1.32,37,37.4,1,Social
13122,21,18-25,Male,Redmi Note 11,Android,5.34,2.63,102,57.92,3,Mixed
13123,27,26-35,Male,iPhone 13,iOS,4.74,4.31,60,59.94,1,Gaming
13124,23,18-25,Male,Galaxy A52,Android,4.29,2.8,43,54.12,3,Work
13125,33,26-35,Female,Galaxy A52,Android,7.6,0.64,105,72.74,2,Social
13126,30,26-35,Female,Redmi Note 11,Android,2.89,0.97,67,32.46,1,Mixed
13127,21,18-25,Female,Redmi Note 11,Android,7.52,3.37,33,69.89,2,Social
13128,20,18-25,Male,Redmi Note 11,Android,4.55,2.31,38,55.44,1,Work
13129,53,46-60,Female,OnePlus Nord,Android,1.38,2.5,79,32.24,1,Gaming
13130,28,26-35,Female,iPhone 13,iOS,4.2,1.8,112,42.66,1,Gaming
13131,18,18-25,Female,iPhone 12,iOS,6.13,3.25,41,65.37,3,Social
13132,40,36-45,Female,OnePlus Nord,Android,3.88,2.21,49,49.82,1,Social
13133,32,26-35,Female,Galaxy A52,Android,1.99,2.36,34,30.0,1,Gaming
13134,41,36-45,Female,iPhone 12,iOS,4.22,1.49,40,47.79,1,Work
13135,46,46-60,Male,Galaxy A52,Android,3.04,3.8,45,45.65,1,Social
13136,18,18-25,Female,iPhone 12,iOS,5.34,2.31,119,62.43,3,Social
13137,28,26-35,Female,Redmi Note 11,Android,5.81,3.39,31,61.18,3,Work
13138,25,18-25,Female,Redmi Note 11,Android,2.7,1.05,26,30.0,1,Work
13139,19,18-25,Female,Redmi Note 11,Android,3.3,4.85,94,58.25,1,Gaming
13140,33,26-35,Male,iPhone 13,iOS,5.79,4.26,122,76.67,3,Social
13141,42,36-45,Male,Galaxy A52,Android,3.04,0.5,103,39.69,1,Gaming
13142,31,26-35,Female,OnePlus Nord,Android,2.66,1.56,54,39.13,1,Mixed
13143,27,26-35,Female,Galaxy A52,Android,2.5,3.22,87,34.07,1,Work
13144,39,36-45,Female,iPhone 12,iOS,5.1,0.88,21,66.06,1,Social
13145,21,18-25,Male,iPhone 13,iOS,5.03,2.43,39,57.17,2,Mixed
13146,59,46-60,Male,Redmi Note 11,Android,3.34,3.15,66,42.14,1,Social
13147,32,26-35,Female,OnePlus Nord,Android,4.51,2.36,103,59.83,3,Work
13148,27,26-35,Female,iPhone 13,iOS,7.1,3.3,31,91.72,3,Work
13149,55,46-60,Female,OnePlus Nord,Android,2.84,1.7,72,44.85,1,Gaming
13150,46,46-60,Male,OnePlus Nord,Android,1.18,0.5,36,31.2,1,Work
13151,48,46-60,Female,OnePlus Nord,Android,5.27,3.88,37,62.83,1,Work
13152,35,26-35,Male,iPhone 12,iOS,4.31,3.87,123,51.36,2,Mixed
13153,48,46-60,Female,Galaxy A52,Android,3.29,5.85,43,33.27,1,Mixed
13154,51,46-60,Male,iPhone 12,iOS,5.61,0.5,91,68.53,2,Work
13155,33,26-35,Male,Redmi Note 11,Android,5.93,3.58,56,73.57,2,Work
13156,31,26-35,Female,Galaxy A52,Android,0.8,0.5,124,30.0,1,Gaming
13157,39,36-45,Female,iPhone 12,iOS,3.39,4.88,49,41.24,1,Gaming
13158,38,36-45,Male,Redmi Note 11,Android,8.44,3.23,103,95.0,2,Social
13159,18,18-25,Female,Galaxy A52,Android,5.49,1.36,71,70.69,3,Work
13160,38,36-45,Male,OnePlus Nord,Android,5.65,3.61,42,76.38,2,Social
13161,25,18-25,Male,iPhone 13,iOS,6.49,1.88,56,71.18,2,Work
13162,52,46-60,Male,iPhone 13,iOS,4.53,2.99,93,53.05,1,Gaming
13163,31,26-35,Male,iPhone 13,iOS,5.85,2.87,116,77.72,1,Social
13164,30,26-35,Male,iPhone 13,iOS,5.72,4.87,43,68.92,3,Social
13165,35,26-35,Male,Galaxy A52,Android,5.42,4.96,119,62.79,3,Work
13166,35,26-35,Male,Redmi Note 11,Android,3.95,1.82,99,48.5,1,Gaming
13167,27,26-35,Female,iPhone 12,iOS,4.79,3.98,69,59.83,2,Gaming
13168,59,46-60,Male,Redmi Note 11,Android,3.5,3.06,111,53.02,1,Social
13169,59,46-60,Female,OnePlus Nord,Android,4.52,0.76,95,56.24,3,Social
13170,35,26-35,Male,OnePlus Nord,Android,2.51,1.69,39,41.84,1,Gaming
13171,59,46-60,Female,Redmi Note 11,Android,3.16,5.64,66,46.4,1,Work
13172,50,46-60,Male,iPhone 13,iOS,4.02,3.07,37,46.93,3,Work
13173,24,18-25,Male,OnePlus Nord,Android,2.9,3.9,120,35.73,1,Work
13174,29,26-35,Male,OnePlus Nord,Android,3.64,2.32,45,45.7,1,Work
13175,42,36-45,Male,iPhone 13,iOS,4.22,1.9,129,46.18,3,Work
13176,35,26-35,Male,OnePlus Nord,Android,5.18,2.64,90,60.72,1,Mixed
13177,35,26-35,Female,Galaxy A52,Android,6.11,2.25,62,82.18,4,Gaming
13178,24,18-25,Female,OnePlus Nord,Android,3.71,0.66,66,48.91,1,Social
13179,18,18-25,Female,iPhone 12,iOS,6.77,1.3,104,75.1,2,Work
13180,57,46-60,Female,iPhone 12,iOS,6.1,3.52,62,84.49,4,Work
13181,24,18-25,Male,iPhone 12,iOS,5.36,2.11,51,60.02,2,Social
13182,53,46-60,Male,iPhone 12,iOS,4.76,2.63,26,53.83,3,Work
13183,25,18-25,Male,Redmi Note 11,Android,5.04,2.91,106,69.78,2,Work
13184,49,46-60,Male,iPhone 13,iOS,6.52,3.01,103,81.17,3,Gaming
13185,18,18-25,Male,iPhone 13,iOS,6.58,4.09,103,77.02,3,Social
13186,49,46-60,Female,Galaxy A52,Android,6.77,1.17,51,84.69,4,Social
13187,31,26-35,Male,Galaxy A52,Android,4.57,3.34,109,59.5,2,Social
13188,39,36-45,Male,iPhone 13,iOS,5.44,3.58,119,59.28,1,Gaming
13189,18,18-25,Female,iPhone 13,iOS,6.78,3.88,107,65.41,2,Mixed
13190,56,46-60,Female,iPhone 13,iOS,3.44,0.76,84,43.0,1,Work
13191,38,36-45,Male,iPhone 13,iOS,3.96,2.93,77,58.11,1,Work
13192,59,46-60,Female,OnePlus Nord,Android,4.53,4.83,72,54.73,1,Social
13193,25,18-25,Female,OnePlus Nord,Android,6.03,2.47,111,75.06,3,Work
13194,58,46-60,Male,OnePlus Nord,Android,6.06,3.23,109,73.71,2,Work
13195,32,26-35,Male,Galaxy A52,Android,4.11,3.61,53,42.94,1,Social
13196,31,26-35,Male,iPhone 12,iOS,1.94,1.27,109,30.0,1,Gaming
13197,57,46-60,Female,OnePlus Nord,Android,4.92,4.98,119,63.35,3,Social
13198,19,18-25,Female,OnePlus Nord,Android,2.94,3.25,88,36.68,1,Gaming
13199,60,46-60,Male,OnePlus Nord,Android,1.97,3.28,75,30.0,1,Social
13200,44,36-45,Male,OnePlus Nord,Android,2.35,0.5,85,37.85,1,Mixed
13201,22,18-25,Female,Galaxy A52,Android,5.05,3.63,51,62.94,2,Social
13202,58,46-60,Male,Redmi Note 11,Android,6.81,3.26,117,86.38,2,Social
13203,45,36-45,Male,Galaxy A52,Android,4.57,4.71,69,60.0,3,Mixed
13204,27,26-35,Female,Galaxy A52,Android,4.86,2.2,113,54.86,2,Social
13205,36,36-45,Female,iPhone 13,iOS,6.51,1.32,43,74.23,4,Work
13206,36,36-45,Female,Galaxy A52,Android,1.87,1.71,111,30.82,1,Social
13207,24,18-25,Female,Redmi Note 11,Android,5.38,1.94,65,73.83,2,Work
13208,43,36-45,Female,OnePlus Nord,Android,4.48,1.15,22,53.96,2,Work
13209,23,18-25,Male,OnePlus Nord,Android,5.46,4.28,29,56.2,3,Gaming
13210,38,36-45,Female,Galaxy A52,Android,3.68,4.33,25,51.44,1,Social
13211,21,18-25,Male,iPhone 12,iOS,3.11,2.35,117,38.57,1,Gaming
13212,31,26-35,Female,iPhone 12,iOS,4.74,2.09,114,51.69,1,Work
13213,34,26-35,Male,Redmi Note 11,Android,7.3,0.5,71,85.11,3,Work
13214,25,18-25,Female,Redmi Note 11,Android,5.96,3.5,126,77.44,2,Social
13215,29,26-35,Male,iPhone 13,iOS,3.64,4.75,69,44.96,1,Mixed
13216,41,36-45,Male,iPhone 12,iOS,2.22,1.77,129,37.18,1,Gaming
13217,44,36-45,Male,iPhone 12,iOS,1.64,2.45,77,32.49,1,Social
13218,50,46-60,Male,Galaxy A52,Android,6.74,3.16,71,84.15,2,Gaming
13219,19,18-25,Female,Redmi Note 11,Android,2.88,4.84,32,36.41,1,Work
13220,41,36-45,Female,OnePlus Nord,Android,3.95,2.86,78,44.77,1,Gaming
13221,53,46-60,Male,Galaxy A52,Android,6.75,2.85,58,73.59,2,Social
13222,25,18-25,Male,Redmi Note 11,Android,1.76,2.83,72,34.35,1,Social
13223,43,36-45,Male,OnePlus Nord,Android,7.04,0.75,77,86.4,2,Work
13224,37,36-45,Male,Redmi Note 11,Android,4.07,0.72,39,46.96,3,Gaming
13225,33,26-35,Male,iPhone 12,iOS,2.55,1.55,82,50.3,1,Social
13226,19,18-25,Female,iPhone 13,iOS,4.08,3.92,115,46.34,3,Social
13227,60,46-60,Male,Redmi Note 11,Android,3.27,2.16,29,50.7,1,Gaming
13228,30,26-35,Male,iPhone 13,iOS,5.25,1.91,45,73.62,3,Social
13229,19,18-25,Male,Galaxy A52,Android,3.4,1.89,38,46.66,1,Social
13230,30,26-35,Male,iPhone 13,iOS,1.25,2.42,112,30.0,1,Gaming
13231,20,18-25,Male,Galaxy A52,Android,4.13,4.81,80,48.81,1,Gaming
13232,48,46-60,Female,Galaxy A52,Android,2.19,2.4,96,32.33,1,Gaming
13233,34,26-35,Male,OnePlus Nord,Android,4.85,1.58,53,66.99,3,Work
13234,22,18-25,Male,OnePlus Nord,Android,2.48,2.63,103,30.0,1,Social
13235,56,46-60,Male,iPhone 13,iOS,3.67,4.88,63,37.67,1,Gaming
13236,33,26-35,Male,Redmi Note 11,Android,4.81,1.95,123,62.27,1,Social
13237,42,36-45,Male,Redmi Note 11,Android,4.14,1.06,37,56.89,2,Social
13238,57,46-60,Female,OnePlus Nord,Android,4.93,1.95,117,73.11,2,Social
13239,22,18-25,Female,OnePlus Nord,Android,5.66,2.77,91,60.31,3,Gaming
13240,27,26-35,Female,Redmi Note 11,Android,2.53,3.49,35,36.49,1,Work
13241,21,18-25,Male,iPhone 12,iOS,4.39,3.91,123,62.87,3,Mixed
13242,42,36-45,Male,iPhone 12,iOS,0.8,1.24,106,30.0,1,Social
13243,41,36-45,Female,iPhone 13,iOS,4.92,1.36,115,60.03,3,Gaming
13244,55,46-60,Female,iPhone 13,iOS,3.99,2.18,96,56.64,1,Work
13245,53,46-60,Female,Redmi Note 11,Android,2.83,3.49,45,36.7,1,Social
13246,45,36-45,Male,iPhone 12,iOS,5.04,0.96,121,67.51,2,Work
13247,30,26-35,Male,Redmi Note 11,Android,6.49,1.81,84,69.38,2,Gaming
13248,30,26-35,Male,iPhone 12,iOS,3.69,1.83,85,39.78,1,Work
13249,33,26-35,Female,OnePlus Nord,Android,2.89,3.82,122,39.26,1,Social
13250,40,36-45,Female,iPhone 13,iOS,4.78,3.29,96,44.42,3,Mixed
13251,20,18-25,Female,iPhone 12,iOS,2.23,3.77,46,34.81,1,Social
13252,40,36-45,Male,iPhone 13,iOS,3.38,4.34,23,35.4,1,Mixed
13253,48,46-60,Female,iPhone 13,iOS,6.58,2.2,124,79.49,2,Gaming
13254,34,26-35,Male,iPhone 13,iOS,4.61,1.06,70,59.21,3,Gaming
13255,38,36-45,Male,iPhone 12,iOS,1.3,1.06,103,30.0,1,Social
13256,28,26-35,Male,OnePlus Nord,Android,1.45,0.5,22,30.0,1,Work
13257,29,26-35,Female,Redmi Note 11,Android,4.78,2.0,106,61.03,2,Work
13258,18,18-25,Male,Redmi Note 11,Android,5.97,2.1,85,69.94,1,Social
13259,45,36-45,Male,Galaxy A52,Android,1.75,3.62,35,40.49,1,Social
13260,33,26-35,Female,OnePlus Nord,Android,5.26,2.62,93,66.96,2,Social
13261,41,36-45,Male,OnePlus Nord,Android,6.76,1.96,47,84.23,4,Social
13262,29,26-35,Male,OnePlus Nord,Android,7.71,2.45,63,95.0,3,Social
13263,23,18-25,Male,iPhone 13,iOS,5.06,1.25,37,66.61,2,Social
13264,38,36-45,Male,iPhone 13,iOS,5.36,3.93,21,77.98,1,Gaming
13265,43,36-45,Female,Galaxy A52,Android,0.87,1.58,97,30.0,1,Work
13266,34,26-35,Male,Redmi Note 11,Android,8.07,1.12,63,92.66,2,Mixed
13267,37,36-45,Male,Redmi Note 11,Android,3.52,3.66,39,43.3,1,Social
13268,24,18-25,Female,Redmi Note 11,Android,2.91,3.35,75,39.56,1,Gaming
13269,58,46-60,Female,iPhone 12,iOS,4.07,0.5,123,48.31,1,Work
13270,33,26-35,Female,OnePlus Nord,Android,7.07,3.71,42,86.76,3,Work
13271,38,36-45,Male,OnePlus Nord,Android,8.25,1.64,79,89.03,4,Work
13272,23,18-25,Male,iPhone 13,iOS,4.71,2.11,90,59.54,1,Gaming
13273,43,36-45,Female,iPhone 12,iOS,6.2,2.84,64,77.36,4,Social
13274,45,36-45,Female,Galaxy A52,Android,4.57,3.36,66,58.6,2,Social
13275,35,26-35,Female,iPhone 12,iOS,2.74,3.18,97,34.02,1,Social
13276,51,46-60,Female,Redmi Note 11,Android,7.01,2.54,56,86.29,3,Social
13277,25,18-25,Female,Redmi Note 11,Android,3.44,2.05,27,45.89,1,Work
13278,20,18-25,Male,Galaxy A52,Android,7.11,3.14,24,65.86,2,Work
13279,22,18-25,Male,OnePlus Nord,Android,6.71,2.45,42,73.2,3,Gaming
13280,24,18-25,Female,Redmi Note 11,Android,5.54,4.95,124,75.81,2,Social
13281,33,26-35,Male,Redmi Note 11,Android,7.61,3.36,29,95.0,3,Work
13282,37,36-45,Male,iPhone 12,iOS,8.29,1.4,46,95.0,2,Social
13283,36,36-45,Female,iPhone 12,iOS,4.2,1.98,118,58.7,3,Social
13284,35,26-35,Female,Redmi Note 11,Android,3.13,2.66,20,38.63,1,Gaming
13285,30,26-35,Male,Galaxy A52,Android,1.33,4.29,90,30.0,1,Gaming
13286,26,26-35,Male,iPhone 13,iOS,8.32,4.43,27,95.0,3,Work
13287,25,18-25,Male,Galaxy A52,Android,3.75,2.09,30,52.06,1,Social
13288,24,18-25,Female,iPhone 13,iOS,6.43,1.39,117,76.69,2,Mixed
13289,33,26-35,Female,OnePlus Nord,Android,3.24,1.22,47,43.28,1,Gaming
13290,45,36-45,Male,Redmi Note 11,Android,7.12,2.93,53,90.25,3,Work
13291,23,18-25,Male,Redmi Note 11,Android,3.31,5.59,62,51.83,1,Mixed
13292,48,46-60,Female,Galaxy A52,Android,2.47,3.3,103,40.6,1,Social
13293,51,46-60,Male,Redmi Note 11,Android,4.15,0.53,47,53.9,2,Work
13294,51,46-60,Female,Galaxy A52,Android,3.6,1.66,68,45.86,1,Mixed
13295,22,18-25,Female,OnePlus Nord,Android,5.51,1.79,80,71.26,3,Work
13296,41,36-45,Male,Galaxy A52,Android,4.41,1.53,125,49.49,2,Work
13297,43,36-45,Female,OnePlus Nord,Android,5.57,2.1,56,62.33,2,Social
13298,21,18-25,Male,OnePlus Nord,Android,4.01,3.08,22,43.39,1,Social
13299,57,46-60,Male,Redmi Note 11,Android,3.37,3.49,28,53.11,1,Social
13300,58,46-60,Female,Galaxy A52,Android,3.51,4.02,105,42.78,1,Work
13301,50,46-60,Male,Galaxy A52,Android,7.98,3.28,108,94.22,2,Social
13302,32,26-35,Female,Galaxy A52,Android,4.88,0.5,21,60.05,2,Social
13303,48,46-60,Female,iPhone 12,iOS,1.13,1.23,42,40.69,1,Work
13304,20,18-25,Male,Redmi Note 11,Android,3.62,2.39,70,50.85,1,Work
13305,30,26-35,Male,iPhone 12,iOS,4.66,2.79,36,47.43,2,Gaming
13306,59,46-60,Male,Redmi Note 11,Android,7.64,3.72,44,95.0,2,Gaming
13307,37,36-45,Male,OnePlus Nord,Android,6.25,2.66,95,72.18,4,Work
13308,47,46-60,Male,OnePlus Nord,Android,2.93,2.67,46,40.09,1,Social
13309,24,18-25,Male,iPhone 12,iOS,8.61,2.91,39,94.06,2,Gaming
13310,42,36-45,Male,Redmi Note 11,Android,4.45,2.27,92,57.67,1,Social
13311,34,26-35,Female,Galaxy A52,Android,6.62,2.71,106,79.3,4,Work
13312,57,46-60,Female,OnePlus Nord,Android,2.54,4.06,55,33.53,1,Social
13313,29,26-35,Female,Redmi Note 11,Android,0.8,2.49,47,30.0,1,Work
13314,32,26-35,Male,Redmi Note 11,Android,2.11,2.56,48,33.71,1,Social
13315,44,36-45,Male,OnePlus Nord,Android,0.8,2.56,61,30.0,1,Social
13316,46,46-60,Female,OnePlus Nord,Android,8.09,4.29,77,84.25,4,Social
13317,45,36-45,Male,OnePlus Nord,Android,4.86,1.16,51,70.62,3,Social
13318,43,36-45,Male,OnePlus Nord,Android,2.93,4.91,31,43.27,1,Mixed
13319,49,46-60,Female,iPhone 12,iOS,5.27,1.07,49,61.55,1,Mixed
13320,18,18-25,Female,iPhone 12,iOS,4.82,1.75,79,50.02,2,Work
13321,30,26-35,Female,OnePlus Nord,Android,5.56,3.57,30,67.26,1,Mixed
13322,43,36-45,Male,iPhone 12,iOS,6.56,3.94,120,83.51,2,Gaming
13323,22,18-25,Female,iPhone 13,iOS,4.01,0.78,103,67.94,2,Social
13324,48,46-60,Female,Redmi Note 11,Android,3.0,1.18,30,53.35,1,Work
13325,60,46-60,Female,Redmi Note 11,Android,5.91,2.96,121,65.78,2,Social
13326,26,26-35,Female,iPhone 12,iOS,5.86,5.65,128,67.63,2,Gaming
13327,22,18-25,Female,OnePlus Nord,Android,4.67,4.22,99,49.87,1,Social
13328,47,46-60,Male,Galaxy A52,Android,8.2,2.28,118,88.95,2,Gaming
13329,45,36-45,Male,iPhone 13,iOS,3.76,0.5,69,48.32,1,Work
13330,55,46-60,Female,Galaxy A52,Android,2.97,2.71,20,39.5,1,Social
13331,59,46-60,Female,iPhone 12,iOS,5.21,3.07,108,76.43,3,Gaming
13332,43,36-45,Female,iPhone 12,iOS,3.35,2.1,46,37.61,1,Gaming
13333,23,18-25,Male,iPhone 13,iOS,5.34,1.49,51,65.13,1,Gaming
13334,22,18-25,Male,Galaxy A52,Android,3.08,2.81,25,30.42,1,Gaming
13335,35,26-35,Female,OnePlus Nord,Android,3.82,1.38,60,52.19,1,Work
13336,20,18-25,Female,Redmi Note 11,Android,7.71,5.03,55,81.05,4,Social
13337,43,36-45,Female,Redmi Note 11,Android,3.81,4.57,58,56.72,1,Social
13338,31,26-35,Female,Galaxy A52,Android,3.14,3.46,106,41.65,1,Social
13339,26,26-35,Female,OnePlus Nord,Android,6.49,2.72,112,68.49,2,Social
13340,41,36-45,Female,OnePlus Nord,Android,2.71,1.74,49,30.0,1,Social
13341,56,46-60,Female,Galaxy A52,Android,3.32,2.57,105,39.33,1,Work
13342,36,36-45,Female,OnePlus Nord,Android,5.48,4.73,76,68.24,1,Social
13343,40,36-45,Female,iPhone 12,iOS,6.1,3.73,30,75.53,2,Social
13344,21,18-25,Male,iPhone 12,iOS,6.57,2.86,109,74.71,3,Gaming
13345,27,26-35,Male,iPhone 13,iOS,3.23,3.8,106,49.85,1,Social
13346,34,26-35,Female,Redmi Note 11,Android,5.51,3.31,22,60.29,2,Social
13347,41,36-45,Male,iPhone 13,iOS,3.71,3.12,67,31.54,1,Work
13348,40,36-45,Male,iPhone 13,iOS,3.47,3.87,25,48.4,1,Social
13349,37,36-45,Male,Redmi Note 11,Android,6.55,3.27,26,85.24,4,Mixed
13350,38,36-45,Male,Galaxy A52,Android,3.57,3.72,63,55.5,1,Work
13351,20,18-25,Male,Redmi Note 11,Android,4.97,2.81,122,53.9,3,Work
13352,41,36-45,Male,Redmi Note 11,Android,4.76,2.27,80,56.33,1,Social
13353,52,46-60,Female,OnePlus Nord,Android,2.68,1.89,73,43.14,1,Social
13354,38,36-45,Male,OnePlus Nord,Android,6.14,1.73,70,69.64,4,Work
13355,21,18-25,Male,iPhone 12,iOS,5.45,0.51,105,67.13,3,Mixed
13356,34,26-35,Male,OnePlus Nord,Android,1.12,1.41,67,30.0,1,Work
13357,29,26-35,Female,Galaxy A52,Android,4.97,1.38,125,55.16,3,Gaming
13358,24,18-25,Male,iPhone 13,iOS,3.19,1.94,80,38.52,1,Social
13359,60,46-60,Female,Redmi Note 11,Android,6.37,4.63,116,81.43,4,Work
13360,19,18-25,Female,iPhone 13,iOS,2.04,2.4,59,32.48,1,Social
13361,26,26-35,Female,Galaxy A52,Android,3.89,2.91,22,58.53,1,Social
13362,51,46-60,Male,iPhone 13,iOS,5.12,2.96,49,66.32,3,Work
13363,41,36-45,Female,Galaxy A52,Android,4.59,4.66,43,67.54,2,Social
13364,33,26-35,Male,Redmi Note 11,Android,5.8,1.85,86,74.91,3,Gaming
13365,38,36-45,Female,Galaxy A52,Android,1.92,2.31,21,35.76,1,Mixed
13366,36,36-45,Female,iPhone 12,iOS,7.31,2.46,63,84.38,4,Social
13367,21,18-25,Male,iPhone 13,iOS,5.39,4.08,59,83.96,2,Social
13368,28,26-35,Male,Redmi Note 11,Android,6.81,4.35,38,80.78,2,Social
13369,30,26-35,Male,iPhone 13,iOS,5.99,3.22,82,60.06,2,Social
13370,29,26-35,Female,OnePlus Nord,Android,4.48,4.2,43,58.41,1,Work
13371,27,26-35,Male,OnePlus Nord,Android,2.32,2.83,69,30.0,1,Social
13372,57,46-60,Female,iPhone 13,iOS,3.54,2.38,39,53.5,1,Work
13373,19,18-25,Male,Redmi Note 11,Android,7.2,4.13,76,88.35,3,Work
13374,25,18-25,Female,Redmi Note 11,Android,6.86,3.23,69,79.45,3,Social
13375,46,46-60,Female,iPhone 13,iOS,3.45,1.64,114,41.17,1,Gaming
